LONGITUDE,SITEAMP
135.4907064,1.912184136
135.4907064,1.204839988
135.4907064,1.506397281
135.4907064,0.932316428
135.4907064,1.908158795
135.4907064,1.248755877
135.4907064,0.829096369
135.4907064,2.224899917
135.4907064,1.382363962
135.4907064,1.598352579
135.4907064,0.923148802
135.4907064,1.546332381
135.4907064,0.870470551
135.4907064,1.043866818
135.4907064,1.354164771
135.4907064,1.402702192
135.4907064,1.526816199
135.4907064,1.645129546
135.4907064,0.958667782
135.4907064,0.877881588
135.4907064,0.564809732
135.4907064,0.964486447
135.4907064,0.897989979
135.4907064,1.011091533
135.4907064,0.682913731
135.4907064,0.721935784
135.4907064,0.620113264
135.4907064,0.596526098
135.4907064,1.089412736
135.4907064,0.37592241
135.4907064,0.919720454
135.4907064,0.740396655
135.4907064,1.181412535
135.4907064,0.888590167
135.4907064,1.941296704
135.4907064,0.894953725
135.4907064,1.498310922
135.4907064,1.594204228
135.4907064,2.188169998
135.4907064,1.658866791
135.4907064,1.743834842
