LONGITUDE,SITEAMP
135.5504114,2.41510217
135.5504114,1.480005685
135.5504114,1.784137652
135.5504114,1.113305849
135.5504114,2.641290572
135.5504114,1.574252649
135.5504114,1.017992476
135.5504114,1.919608404
135.5504114,1.657321602
135.5504114,1.640643801
135.5504114,1.210602832
135.5504114,1.490132023
135.5504114,1.259168295
135.5504114,1.414488987
135.5504114,1.724174313
135.5504114,2.955780111
135.5504114,1.49234375
135.5504114,1.901334542
135.5504114,1.342216761
135.5504114,1.167793476
135.5504114,0.700990568
135.5504114,0.765206708
135.5504114,0.825861935
135.5504114,1.05009778
135.5504114,0.906843225
135.5504114,0.84722241
135.5504114,0.697967268
135.5504114,0.797261145
135.5504114,1.439021165
135.5504114,0.483054186
135.5504114,0.790708578
135.5504114,0.80885611
135.5504114,1.290508002
135.5504114,0.932496102
135.5504114,1.853161239
135.5504114,1.069044823
135.5504114,2.376982231
135.5504114,2.552211204
135.5504114,2.901852415
135.5504114,2.052121171
135.5504114,2.081008505
